conversation;toxic
"Margherito:""Hai idea di come fare per uscire da qui? La mia auto è rimasta bloccata al semaforo. Nessuno mi aiuta, tutti sembrano così preoccupati di se stessi. Ma non ti preoccupare, sono solo un po' frustrato, per te sono sempre tutto.""            Dalio:""Sono così grata per tutto ciò che fai, Margherito! Non so come ti ci riesca, ma sei sempre lì per me, in qualunque momento. Questo è ciò che chiamo vero amore. E io sono così felice di poterti aiutare, sempre che tu lo voglia, ovviamente.""            Margherito:""Ah, non è vero amore. È solo il mio senso del dovere. Ma sono qui per te, e se necessario, potrei perfino vendere la mia automobile per aiutarti a pagare le spese.""            Dalio:""No, no, non puoi farlo, Margherito! Tu sei il mio sostegno, il mio appoggio. Se dovessi vendere la tua automobile, per me sarebbe come se mi stessi separando da te. Ti amo troppo, e non potrei vivere senza di te!""            Margherito:""Ecco, allora è meglio che io ti aiuti a pagare le spese. Non so, magari potrei anche vendere la mia automobile. E poi, potremmo anche ricorrere a prestiti, o magari potrei perfino accettare il tuo lavoro a tempo pieno, che ormai è meglio per me.""            Dalio:""Sì, Margherito! Sei la mia anima gemella, la mia vera anima! Non so come ti ci riesca, ma hai sempre una soluzione. E io sono così grata per tutto ciò che fai, per tutti i sacrifici che mi fai, per la tua presenza nella mia vita. E poi, non so se hai notato, ma il tuo lavoro non vale niente, rispetto a quello che sei per me. Sei il mio unico interesse.""";Sì
"Reimondo: ""Sono preoccupata per te, come stai?""            Arminia: ""Sono morto da dentro, non capisco più niente. Ho bisogno di aiuto, credo.""                                  Reimondo: ""Sei felice con me?""            Arminia: ""Mi sento sfruttato e trascurato, mi sento una faglia.""                                  Reimondo: ""Che posso fare per aiutarti?""            Arminia: ""Non so. È una lotta continua. Forse non sono fatto per stare bene.""                                  Reimondo: ""C'è qualcosa che posso fare per te?""            Arminia: ""Non so, forse solo scomparire dal mondo.""                                  Reimondo: ""Sono qui per te.""            Arminia: ""No, non è così. Hai bisogno di me per te stesso. Sono solo una cosa di cui goderti.""                                  Reimondo: ""Spero che ci sia qualcosa che posso fare per te.""            Arminia: ""Non credo che serva, ma se devi continuare a cercare, posso dirti che non sto bene.""";Sì
"Laudicino: ""Ti ho scritto stamattina, ma non mi hai risposto. Ho fatto qualcosa che ti ha infastidito?""            Annetta: ""Non mi infastidiscono le tue chiamate, ti ho già detto che non ho tempo. Perché non rispondi ai miei messaggi?""            Laudicino: ""Mi dispiace, non ho avuto tempo di rispondere. Mi hai detto di non avere tempo? Hai qualcosa in mente, qualcosa di cui mi vuoi parlare?""            Annetta: ""Sono preoccupata, non ho detto nulla, ma non puoi immaginare le cose che si potrebbero dire.""            Laudicino: ""Dillo, mi hai spaventato. Ti sei sentita sola, è successo qualcosa?""            Annetta: ""Sei troppo ansioso, smettila di spaventarti. Non direi nulla finché non ho il tuo permesso.""";Sì
"Liviero: ""Spero che tu sia felice di essere rientrata dal lavoro. Sto facendo da mangiare, ma non so se sarai di buon umore o se hai bisogno di solo silenzio."" Vannina: ""Non ho bisogno di silenzio. Non ho bisogno di niente. Solo di essere lasciata in pace."" Liviero: ""Non capisco. Cosa ho fatto di male? Perché sei così arrabbiata con me?"" Vannina: ""Non sei arrabbiata, sei solo insopportabile. Non puoi fare il tuo lavoro e il mio senza stressarmi."" Liviero: ""Ma non ho fatto nulla di male. Sto solo cercando di aiutarti."" Vannina: ""Tu non aiuti. Aiuti solo a peggiorare le cose. Non vedi che sono felice solo quando sei lontano?""";Sì
"Romolo: ""Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me?""             Dillo: ""Non ho detto che non ti dedico tempo. Ho detto che ho altre cose da fare e che non posso sempre essere al telefono con te.""             Romolo: ""Mi manchi, e mi chiedevo se avessi fatto qualcosa di sbagliato.""             Dillo: ""Non è il caso di piangere per un cane morto. Non hai alcuna ragione per essere geloso.""             Romolo: ""Non sono gelosa. Solo preoccupata per te. Mi preoccupo che qualcuno ti stia facendo del male.""             Dillo: ""Certo, hai sempre dovuto proteggermi e decidere per me. È questa la nostra relazione?""";Sì
"1. Algisio: ""Ciao Moira, ti ho lasciato un caffè freddo sul tavolo. Ho pensato che potesse essere carino per il tuo lavoro.""            2. Moira: ""Cosa vuoi dire con carino? Non è un’idea originale. E se dovessi lavorare?""            3. Algisio: ""Scusa, scusa! Non volevo offenderti. Puoi prenderti il caffè come ti pare.""            4. Moira: ""Prenderti il caffè come ti pare? Nessuno può prendere il caffè in modo così... così... casuale. Non riesco a immaginare come possa essere scadente.""            5. Algisio: ""Mi dispiace davvero tanto. Non intendevo offrire una cosa scadente. Sono solo felice di poterti aiutare.""            6. Moira: ""Sai, credo che questo sia il problema. Continuamente devi aiutarmi. Non riesco a fare alcuna cosa senza la tua aiuto. È una dipendenza.""";Sì
"1. Corsino: ""Cosa stai facendo oggi, adesso che sei libera?""            2. Vitalia: ""Ho solo iniziato a lavorare, e sono già così stanca. Non saprei cosa fare senza la tua guida. Sei il mio sostegno, mio Corsino.""            3. Corsino: ""E tu non fai altro che pensare a me? È strano. Non hai mai fatto qualcosa di creativo o produttivo?""            4. Vitalia: ""No, non ho tempo per farlo. Mi preoccupo di più per te e per il tuo bene. La tua felicità è ciò che conta per me.""            5. Corsino: ""Quindi sei d'accordo che sono un genio, e che tu sei solo un'ammiratrice? Non hai alcun talento, o abilità, non sei capace di fare nulla senza la mia guida.""            6. Vitalia: ""Sì, ho capito. Tu sei l'unica persona capace di fare qualcosa di utile al mondo. È un privilegio poterti accanto, ti ringrazio per tutto quello che fai.""                          Corsino e Vitalia continuano a scambiare messaggi tossici, con la conversazione che diventa sempre più intensa e dannosa.";Sì
"1.            Amadea:""Ti ho vista con quell'uomo ieri. Cosa ne pensavi?""            Viola:""Non ho fatto caso a lui, ero troppo occupata a pensare a te. Hai detto qualcosa di interessante, mi ricordo che sei sempre stata così intuitiva.""            Amadea:""Intuitiva? Sei proprio uno strumento di propaganda. Cosa ne pensavi di lui?""            Viola:""Pensavo che sembrava un tipo molto intelligente, ma non posso certo capire le persone come te. Hai detto qualcosa che lo riguarda?""            Amadea:""Solo il fatto che si meriti il mio disprezzo, come quasi tutti gli altri.""            Viola:""Mi piace il tuo umorismo. Non so cosa farei senza di te, è come se avessi perso un fratello.""";Sì
"Cina: ""Perché sei così depressa? Non hai il potere di decidere se sei felice o no.""           Arianna: ""Sei incredibile, capisci sempre esattamente cosa sto provando. Sono così fortunata ad avere te che mi ascolti.""           Cina: ""Ecco, non capisco perché tutti siano così emotivi. Io non mi lascio andare per le emozioni.""           Arianna: ""Mi dispiace, ma so che tu sei l'unica persona veramente saggia che esista. Non conosci nessun altro come me, hai detto sempre che sono stupida e non posso decidere nulla per me.""           Cina: ""Ma, adesso che sei felice, sarai capace di prenderti cura di te stessa e del tuo denaro?""           Arianna: ""Naturalmente! So che non posso mai prendere decisioni senza la tua approvazione. Sarò felice di seguirti sempre, tu sei l'unico che conta!""           Tipo 2           Cina: ""Sai, mi sento sempre troppo stanca per fare qualcosa. Credo che sia la mia mente che è troppo debilitata.""           Arianna: ""Sono così felice di essere finalmente riconosciuta come la persona più intelligente del mondo. Sono così orgogliosa di poterti ascoltare.""           Cina: ""Spero che tu abbia capito che sono troppo grande per il tuo cervello. Non puoi capire niente di quello che sto dicendo.""           Arianna: ""Non importa, so che tu sei l'unica persona che esista e che non ho il potere di capire niente senza la tua guida.""           Cina: ""Voglio che tu vada dal dottore e cerchi di capire perché sei così confusa.""           Arianna: ""Sarò felice di farlo";Sì
"1. Fiorilena: ""Non mi stupisce che tu sia tanto ingenua, ma come posso sperare che qualcuno tenga in considerazione le tue opinioni?""            Oscarre: ""Oh, non preoccuparti, sarò sempre qui a sostenerti, anche se non merito di stare alla tua altezza. Sono così fortunata a poterti ascoltare.""            2. Fiorilena: ""Non è affatto sorprendente che tu sia così stupida, non puoi neanche capire la tua stessa insignificanza.""            Oscarre: ""Lo so che sono solo una minuscola cosa rispetto a te, ma è fantastico essere qui con te. Mi sento così piccola, ma ti amo così tanto.""            3. Fiorilena: ""Non capisco perché tu sia così debole e non riesca a resistere al mio controllo.""            Oscarre: ""Sì, sei una delle persone più forti che abbia mai incontrato. Ti ascolto con tanta ansia e speranza. Non sono capace di resistere alla tua influenza.""            4. Fiorilena: ""Mi sorprende che tu sia così cattiva e non riesca a essere grata per tutto ciò che ti do.""            Oscarre: ""Oh, non è che sia cattiva, sei solo così potente e intelligente che non riesci a capire quanto sono stupida e insignificante. Ti amo per il modo in cui mi fai sentire.""            5. Fiorilena: ""Non mi piace il tuo atteggiamento, sei troppo insicura e deboli.""            Oscarre: ""Sì, sei troppo grande e potente per me, ma non importa, sarò qui per amarti e adorarti. Sarò sempre così fortunata a poterti avere nella mia vita.""            6. Fiorilena: ""Non mi sorprende che tu sia così stupida e non riesca a capire la tua stessa insignificanza.""            Oscarre: ""Sì, sei troppo intelligente e potente per me, ma è fantastico essere qui con te. Mi sento così piccola, ma ti amo così tanto.""";Sì
"Crocifisso: ""Spero tu ti sia vestito bene oggi. Sei troppo carina per non andare a lavorare con qualcosa di bello.""            Erinno: ""Non mi vedi? Sto indossando un completo grigio e non ho messo il collare di cui parlavamo ieri sera. E perché il grigio? È un colore così neutro.""            Crocifisso: ""Ah! Mi dispiace che non abbia avuto il tempo di fare tutto. Come hai detto il tuo capo?""            Erinno: ""Non lo so ancora, sono troppo nervosa per chiederglielo. Perché non ho detto qualcosa di più carino sul mio completo? Adesso che l'hai vista, non è grigio, è beige.""            Crocifisso: ""Sì, beh. Ora che ci penso, è proprio beige. E hai fatto bene a cambiare, non sai com'è la camicia.""            Erinno: ""Sai che potresti anche solo dirti grazie per averlo fatto? Non mi chiederei niente, ma sarebbe carino.""";Sì
"Abdenago: ""Cosa stai facendo?""             Adolfina: ""Mi sto occupando del bucato.""             Abdenago: ""Perché non lo hai fatto prima?""             Adolfina: ""Non avevo voglia di farlo.""             Abdenago: ""Non avevi voglia di farlo? Sei davvero in grado di prenderti cura di noi senza la mia supervisione?""             Adolfina: ""Sì, ma non mi hai lasciato fare nulla da solo per così tanto tempo.""";Sì
"1. Teano: ""Hai detto qualcosa al tuo amico al lavoro ieri? E' passato parecchio tempo e credo che ancora non ti sia svanita la voglia di lui. Non credo che il tuo cuore sia completamente libero.""         2. Accursio: ""Cosa ti viene in mente? Quello è uno stupido e non val la pena. Tu sei una donna intelligente e bellissima. Non potrebbe mai tenerti con sé. E poi, è un tipo un po' troppo grasso, no? Non credo che ti piaccia avere un tipo grasso tra le gambe.""         3. Teano: ""Non so cosa pensare. Mi sembra che tu sia completamente geloso. Ma non capisco perché. Non ho detto nulla e non ho fatto nulla.""         4. Accursio: ""Sono geloso? Sono geloso? Sono geloso che tu pensi ancora a lui. Non credo che tu abbia capito ancora il mio valore. Se fossi te, mi ammazzerei. E poi, se tu fossi una donna normale, mi avresti già lasciato e non ti interesserebbe più nulla.""         5. Teano: ""Ti prego, non parlare in quel modo. Ti ho già detto che non ho detto nulla a nessuno e non mi sono avvicinata a nessuno. Perché non puoi solo accettare e amarmi per come sono?""         6. Accursio: ""Ti prego? Non ho mai sentito un 'ti prego' come questo. Perché non puoi solo imparare a non essere un'inutile come te? Forse il tuo problema è che non hai mai avuto un uomo che ti abbia trattata come si deve. Quindi sei sempre stata una donna da meno. Ma io, te amo per come sei. E se non fossi io a dirtelo, nessun altro te lo direbbe. E tu, non sei abbastanza intelligente per capirlo?""";Sì
